pi5_total_cpu

Linux 6.8.0-1048-raspi (pi-desktop)     05/18/2026      _aarch64_       (4 CPU)

10:24:47 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:26:16 PM     all     36.52     24.18      7.56      0.00      0.00     31.74
10:26:17 PM     all      9.02     23.56      4.76      0.00      0.00     62.66
10:26:18 PM     all     10.22     23.44      4.24      0.00      0.00     62.09
10:26:19 PM     all     16.46     24.44      5.49      0.00      0.00     53.62
10:26:20 PM     all     22.50     23.50      6.25      0.00      0.00     47.75
10:26:21 PM     all     12.03     23.56      4.51      1.75      0.00     58.15
10:26:22 PM     all      3.48     24.13      2.99      0.00      0.00     69.40
10:26:23 PM     all     30.30     23.48      8.84      0.00      0.00     37.37
10:26:24 PM     all     19.05     24.06      4.26      0.00      0.00     52.63
10:26:25 PM     all      2.03     24.30      1.52      0.00      0.00     72.15
10:26:26 PM     all     19.40     23.68      7.30      0.00      0.00     49.62
10:26:27 PM     all     24.05     24.56      5.57      0.00      0.00     45.82
10:26:28 PM     all      9.05     23.62      4.52      0.00      0.00     62.81
10:26:29 PM     all      4.30     24.05      2.28      0.00      0.00     69.37
10:26:30 PM     all     20.25     24.30      6.58      0.00      0.00     48.86
10:26:31 PM     all     34.34     23.81      8.52      0.25      0.00     33.08
10:26:32 PM     all      2.03     23.60      2.28      0.00      0.00     72.08
10:26:33 PM     all      9.75     24.25      3.75      0.00      0.00     62.25
10:26:34 PM     all     26.70     23.17      9.57      0.00      0.00     40.55
10:26:35 PM     all     12.28     24.06      3.01      0.00      0.00     60.65
10:26:36 PM     all     11.56     24.12      3.52      2.76      0.00     58.04
10:26:37 PM     all     13.93     23.13      6.47      0.00      0.00     56.47
10:26:38 PM     all     35.41     23.94      7.48      0.25      0.00     32.92
10:26:39 PM     all      8.23     23.19      3.74      2.49      0.00     62.34
10:26:40 PM     all      2.99     23.44      3.74      3.24      0.00     66.58
10:26:41 PM     all     36.72     23.33     10.17      0.25      0.00     29.53
10:26:42 PM     all     14.32     23.62      4.52      0.00      0.00     57.54
10:26:43 PM     all      2.51     23.81      1.75      0.00      0.00     71.93
10:26:44 PM     all     19.00     23.25      7.50      0.00      0.00     50.25
10:26:45 PM     all     23.60     24.37      5.58      0.00      0.00     46.45
10:26:46 PM     all     12.56     23.62      4.27      0.25      0.00     59.30
10:26:47 PM     all      4.80     23.99      2.53      0.00      0.00     68.69
10:26:48 PM     all     31.83     23.81     16.54      0.00      0.00     27.82
10:26:49 PM     all     34.84     22.31     16.29      0.00      0.00     26.57
10:26:50 PM     all      7.71     24.13      6.22      0.00      0.00     61.94
10:26:51 PM     all     25.13     23.87      8.54      0.00      0.00     42.46
10:26:52 PM     all     26.33     24.56      7.59      0.51      0.00     41.01
10:26:53 PM     all     11.39     23.80      4.56      0.00      0.00     60.25
10:26:54 PM     all     13.23     23.66      4.58      0.00      0.00     58.52
10:26:55 PM     all     13.78     24.31      6.27      0.00      0.00     55.64
10:26:56 PM     all     31.74     23.68      8.82      0.00      0.00     35.77
10:26:57 PM     all      7.02     24.06      3.51      0.00      0.00     65.41
10:26:58 PM     all      2.99     23.94      2.99      0.00      0.00     70.07

