pi5_total_cpu_v2
                                                                                           
Linux 6.8.0-1048-raspi (pi-desktop)     05/18/2026      _aarch64_       (4 CPU)

10:51:37 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
10:53:37 PM     all     29.62      0.00      7.85      0.00      0.00     62.53
10:53:38 PM     all      2.30      0.00      3.57      0.00      0.00     94.13
10:53:39 PM     all      9.90      0.00      5.08      0.00      0.00     85.03
10:53:40 PM     all     20.00      0.00      8.86      4.56      0.00     66.58
10:53:41 PM     all     14.29      0.00      4.85      0.00      0.00     80.87
10:53:42 PM     all      7.14      0.00      4.08      0.00      0.00     88.78
10:53:43 PM     all      9.69      0.00      5.87      0.00      0.00     84.44
10:53:44 PM     all     31.11      0.00      8.74      0.00      0.00     60.15
10:53:45 PM     all      2.28      0.00      3.80      0.25      0.00     93.67
10:53:46 PM     all      4.87      0.00      5.13      0.00      0.00     90.00
10:53:47 PM     all     25.38      0.00      9.74      0.00      0.00     64.87
10:53:48 PM     all     10.51      0.00      4.62      0.00      0.00     84.87
10:53:49 PM     all     11.42      0.00      4.31      0.00      0.00     84.26
10:53:50 PM     all     11.06      0.00      6.78      1.26      0.00     80.90
10:53:51 PM     all     25.25      0.00      8.00      0.00      0.00     66.75
10:53:52 PM     all      9.09      0.00      6.06      1.01      0.00     83.84
10:53:53 PM     all      4.48      0.00      4.48      0.00      0.00     91.04
10:53:54 PM     all     30.58      0.00     11.53      0.00      0.00     57.89
10:53:55 PM     all     14.18      0.00      5.06      0.00      0.00     80.76
10:53:56 PM     all      6.27      0.00      5.26      0.50      0.00     87.97
10:53:57 PM     all     14.80      0.00      7.14      0.00      0.00     78.06
10:53:58 PM     all     21.27      0.00      6.84      0.00      0.00     71.90
10:53:59 PM     all     10.05      0.00      4.90      7.99      0.00     77.06
10:54:00 PM     all      2.28      0.00      3.81      0.00      0.00     93.91
10:54:01 PM     all     22.25      0.00      9.46      0.00      0.00     68.29
10:54:02 PM     all     18.58      0.00      6.62      0.00      0.00     74.81
10:54:03 PM     all      2.29      0.00      4.58      0.00      0.00     93.13
10:54:04 PM     all     17.95      0.00      7.69      0.00      0.00     74.36
10:54:05 PM     all     21.74      0.00      6.91      0.00      0.00     71.36
10:54:06 PM     all      5.12      0.00      4.35      0.00      0.00     90.54
10:54:07 PM     all      7.40      0.00      3.83      0.00      0.00     88.78
10:54:08 PM     all     20.45      0.00      8.59      0.00      0.00     70.96
10:54:09 PM     all     20.76      0.00      6.33      0.25      0.00     72.66
10:54:10 PM     all      3.54      0.00      4.29      0.00      0.00     92.17
10:54:11 PM     all     15.00      0.00      7.50      2.00      0.00     75.50
10:54:12 PM     all     30.60      0.00      9.20      0.00      0.00     60.20
10:54:13 PM     all      4.27      0.00      4.27      0.00      0.00     91.46
10:54:14 PM     all     11.31      0.00      5.78      0.25      0.00     82.66
10:54:15 PM     all     21.30      0.00      9.02      0.00      0.00     69.67
10:54:16 PM     all     15.15      0.00      5.30      0.00      0.00     79.55
10:54:17 PM     all      7.93      0.00      4.86      0.00      0.00     87.21
10:54:18 PM     all     10.23      0.00      6.39      0.00      0.00     83.38
10:54:19 PM     all     32.49      0.00      9.64      0.00      0.00     57.87
10:54:20 PM     all      2.82      0.00      4.87      0.00      0.00     92.31
10:54:21 PM     all      5.14      0.00      4.37      0.00      0.00     90.49
10:54:22 PM     all     26.84      0.00      8.86      0.00      0.00     64.30
10:54:23 PM     all     11.68      0.00      5.08      0.00      0.00     83.25
10:54:24 PM     all      9.54      0.00      4.90      0.00      0.00     85.57
10:54:25 PM     all      9.46      0.00      6.65      0.00      0.00     83.89
10:54:26 PM     all     24.87      0.00      7.61      1.78      0.00     65.74
10:54:27 PM     all      7.89      0.00      4.83      0.00      0.00     87.28
10:54:28 PM     all      3.28      0.00      3.79      0.00      0.00     92.93
10:54:29 PM     all     30.40      0.00     10.55      0.00      0.00     59.05
10:54:30 PM     all     13.07      0.00      5.28      0.25      0.00     81.41
10:54:31 PM     all      5.30      0.00      5.30      0.00      0.00     89.39
10:54:32 PM     all     14.96      0.00      7.98      0.00      0.00     77.06
10:54:33 PM     all     21.37      0.00      6.62      0.00      0.00     72.01
10:54:34 PM     all     10.86      0.00      5.30      0.00      0.00     83.84
10:54:35 PM     all      2.03      0.00      4.56      0.25      0.00     93.16
10:54:36 PM     all     22.22      0.00     10.86      2.78      0.00     64.14
10:54:37 PM     all     18.16      0.00      6.14      1.02      0.00     74.68
10:54:38 PM     all      2.56      0.00      3.07      0.00      0.00     94.37
10:54:39 PM     all     17.99      0.00      6.94      0.00      0.00     75.06
10:54:40 PM     all     21.01      0.00      7.59      0.00      0.00     71.39
10:54:41 PM     all      5.60      0.00      4.33      0.00      0.00     90.08
10:54:42 PM     all      7.44      0.00      4.62      1.03      0.00     86.92
10:54:43 PM     all     20.36      0.00      8.65      0.00      0.00     70.99
10:54:44 PM     all     20.72      0.00      5.88      0.00      0.00     73.40
10:54:45 PM     all      2.04      0.00      3.57      0.26      0.00     94.13
10:54:46 PM     all     12.94      0.00      7.11      0.00      0.00     79.95
10:54:47 PM     all     28.57      0.00      8.77      0.00      0.00     62.66
10:54:48 PM     all      2.79      0.00      4.06      0.00      0.00     93.15
10:54:49 PM     all     11.59      0.00      5.04      0.00      0.00     83.38
10:54:50 PM     all     22.19      0.00      8.98      0.00      0.00     68.83
10:54:51 PM     all     15.38      0.00      6.70      0.00      0.00     77.92
10:54:52 PM     all      8.12      0.00      4.57      0.00      0.00     87.31
10:54:53 PM     all     11.78      0.00      7.52      0.00      0.00     80.70
10:54:54 PM     all     32.91      0.00      9.55      0.00      0.00     57.54
10:54:55 PM     all      2.53      0.00      5.57      0.00      0.00     91.90
10:54:56 PM     all      5.61      0.00      4.34      0.00      0.00     90.05
10:54:57 PM     all     25.95      0.00      9.16      0.00      0.00     64.89
10:54:58 PM     all     11.48      0.00      5.61      0.00      0.00     82.91
10:54:59 PM     all     10.18      0.00      4.83      0.00      0.00     84.99
10:55:00 PM     all      9.67      0.00      6.87      0.00      0.00     83.46
10:55:01 PM     all     24.62      0.00      6.67      0.00      0.00     68.72
10:55:02 PM     all      6.58      0.00      4.81      0.00      0.00     88.61
10:55:03 PM     all      4.86      0.00      4.60      0.00      0.00     90.54
10:55:04 PM     all     32.49      0.00     10.58      0.00      0.00     56.93
10:55:05 PM     all      7.42      0.00      4.35      0.00      0.00     88.24
10:55:06 PM     all      5.56      0.00      5.05      0.00      0.00     89.39
10:55:07 PM     all     19.90      0.00      8.56      0.00      0.00     71.54
10:55:08 PM     all     16.08      0.00      7.04      4.27      0.00     72.61
10:55:09 PM     all     10.15      0.00      5.33      0.00      0.00     84.52
10:55:10 PM     all      5.05      0.00      6.06      0.00      0.00     88.89
10:55:11 PM     all     26.33      0.00      8.61      0.00      0.00     65.06
10:55:12 PM     all     12.15      0.00      5.82      0.00      0.00     82.03
10:55:13 PM     all      2.51      0.00      5.01      1.75      0.00     90.73
10:55:14 PM     all     24.81      0.00      8.70      0.00      0.00     66.50
10:55:15 PM     all     17.47      0.00      5.82      0.00      0.00     76.71
10:55:16 PM     all      5.09      0.00      4.83      0.00      0.00     90.08
10:55:17 PM     all      9.97      0.00      5.37      0.00      0.00     84.65
10:55:18 PM     all     23.21      0.00      7.40      0.00      0.00     69.39
10:55:19 PM     all     13.67      0.00      6.58      0.00      0.00     79.75
10:55:20 PM     all      1.79      0.00      4.34      0.00      0.00     93.88
10:55:21 PM     all     17.30      0.00      9.16      0.25      0.00     73.28
10:55:22 PM     all     23.85      0.00      7.18      0.00      0.00     68.97
10:55:23 PM     all      2.81      0.00      3.58      0.00      0.00     93.61
10:55:24 PM     all     16.33      0.00      7.40      0.00      0.00     76.28
10:55:25 PM     all     23.37      0.00      7.54      0.00      0.00     69.10
10:55:26 PM     all      5.84      0.00      6.09      0.76      0.00     87.31
10:55:27 PM     all      8.98      0.00      4.74      0.00      0.00     86.28
10:55:28 PM     all     21.20      0.00      8.23      0.00      0.00     70.57
10:55:29 PM     all     19.70      0.00      6.06      0.00      0.00     74.24
10:55:30 PM     all      2.75      0.00      5.25      0.00      0.00     92.00
10:55:31 PM     all     13.42      0.00      7.09      0.00      0.00     79.49
10:55:32 PM     all     31.23      0.00      8.56      0.25      0.00     59.95
10:55:33 PM     all      3.05      0.00      3.56      0.00      0.00     93.38
10:55:34 PM     all      9.97      0.00      5.12      0.00      0.00     84.91
10:55:35 PM     all     20.92      0.00      8.42      0.00      0.00     70.66
10:55:36 PM     all     14.21      0.00      5.84      0.00      0.00     79.95
10:55:37 PM     all      7.14      0.00      4.08      0.00      0.00     88.78
