platform,run_key,run_label,elapsed_sec,cpu_active_percent,cpu_user_percent,cpu_system_percent,cpu_iowait_percent,source_file
nuc,v2,Version 2,349.0,32.220,19.840,12.380,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,350.0,35.200,22.950,12.130,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,351.0,38.470,23.570,14.900,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,352.0,33.380,20.960,12.280,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,353.0,33.640,21.820,11.690,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,354.0,32.940,19.500,13.180,0.260,nuc_v2_total_cpu.txt
nuc,v2,Version 2,355.0,32.850,20.630,12.220,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,356.0,32.630,21.100,11.530,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,357.0,32.940,20.960,11.980,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,358.0,31.390,19.970,11.280,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,359.0,28.290,17.530,10.620,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,360.0,31.910,21.400,10.510,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,361.0,32.110,20.660,11.450,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,362.0,32.800,20.050,12.620,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,363.0,31.600,19.730,11.870,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,364.0,28.780,17.900,10.880,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,365.0,32.340,20.570,11.640,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,366.0,29.720,18.610,11.110,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,367.0,33.330,20.900,12.170,0.260,nuc_v2_total_cpu.txt
nuc,v2,Version 2,368.0,30.190,18.600,11.460,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,369.0,35.340,22.280,12.800,0.260,nuc_v2_total_cpu.txt
nuc,v2,Version 2,370.0,30.610,18.210,12.400,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,371.0,29.810,18.850,10.960,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,372.0,26.460,15.290,11.170,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,373.0,29.140,18.010,11.130,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,374.0,31.320,19.400,11.930,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,375.0,32.730,20.700,12.030,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,376.0,29.270,18.390,10.620,0.260,nuc_v2_total_cpu.txt
nuc,v2,Version 2,377.0,28.890,18.390,10.490,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,378.0,29.460,17.970,11.490,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,379.0,28.590,16.890,11.570,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,380.0,29.930,18.820,11.110,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,381.0,29.650,19.510,10.010,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,382.0,28.870,18.600,10.140,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,383.0,27.510,17.460,9.920,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,384.0,29.820,18.210,11.610,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,385.0,28.150,17.000,11.020,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,386.0,31.500,19.350,12.030,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,387.0,30.670,18.610,12.060,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,388.0,33.770,20.910,12.860,0.000,nuc_v2_total_cpu.txt
nuc,v2,Version 2,389.0,31.050,18.820,12.110,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,390.0,32.850,20.240,12.480,0.130,nuc_v2_total_cpu.txt
nuc,v2,Version 2,391.0,34.340,21.100,12.980,0.260,nuc_v2_total_cpu.txt
nuc,v2,Version 2,392.0,32.150,19.160,12.860,0.130,nuc_v2_total_cpu.txt
